,수주번호,거래처코드,제품코드,"영업등록구분(계획, 추가)",수주량,수주단가,수주금액,수주예정일자,수주일자,납기예정일자,납기일자,생산계획확정여부,자재계획확정여부,판매수량,진행현황,적재창고위치,적재창고위치명,긴급여부,비고
446,HR1021031021,2003200,PEMA093001100,계획,5000,1446,7230000,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,5000,완료,20000,태안,N,
447,HR1021031022,2003300,PEMA093001100,계획,5000,1447,7235000,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,5000,완료,20000,태안,N,
448,HR1021031023,2003400,PEMA013013100,계획,10000,1448,14480000,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,10000,완료,20000,태안,N,
449,HR1021031024,2003500,PEMA013052400,계획,7000,1449,10143000,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,7000,완료,20000,태안,N,
450,HR1021031033,2003600,PEMA053049403,계획,5000,1450,7250000,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,5000,완료,20000,태안,N,
451,HR1021031034,2003700,PEMA053049403,계획,7000,1451,10157000,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,7000,완료,20000,태안,N,
452,HR1521030914,2003800,PEMA033035315,계획,5000,1452,7260000,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,5000,완료,20000,태안,N,
453,HR1521031004,2003900,PEMA013082100,계획,15000,1453,21795000,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,15000,완료,20000,태안,N,
454,HR1521031006,2004000,PEMA033060200,계획,10000,1454,14540000,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,10000,완료,20000,태안,N,
455,PR1021031003,2004100,PEMA093050413,계획,14000,1455,20370000,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,14000,완료,20000,태안,N,
456,PR1021031005,2004104,PEMA093050413,계획,14000,1456,20384000,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,14000,완료,20000,태안,N,
457,PR1021031013,2004200,PEMA013049402,계획,10000,1457,14570000,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,10000,완료,20000,태안,N,
458,PR1021031013,2004300,PEMA013049402,계획,10000,1458,14580000,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,10000,완료,20000,태안,N,
459,PR2021030904,2004400,PEMA023045801,계획,3000,1459,4377000,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,3000,완료,20000,태안,N,
460,PR2021030904,2004500,PEMA023045801,계획,22000,1460,32120000,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,22000,완료,20000,태안,N,
461,SN4021031035,2004600,TSN4012000306,계획,5000,1461,7305000,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,5000,완료,20000,태안,N,
462,SR2021030940,2004700,PEMA033049301,계획,5000,1462,7310000,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,5000,완료,20000,태안,N,
463,SR2021031012,2004800,PEMA053048519,계획,5000,1463,7315000,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,5000,완료,20000,태안,N,
464,SR2021031026,2004901,PEMA013076910,계획,10000,1464,14640000,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,10000,완료,20000,태안,N,
465,SR2A21031011,2005000,PEMA063023200,계획,5000,1465,7325000,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,5000,완료,20000,태안,N,
466,SR2A21031030,2005100,PEMA023117801,계획,5000,1466,7330000,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,5000,완료,20000,태안,N,
467,580F21031104,2005200,PEMA043090700,계획,15000,1467,22005000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,15000,완료,20000,태안,N,
468,580F21031105,2005300,PEMA073050413,계획,10000,1468,14680000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,10000,완료,20000,태안,N,
469,580F21031105,2005400,PEMA073050413,계획,10000,1469,14690000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,10000,완료,20000,태안,N,
470,AE21031112,2005500,SSA013089210,계획,2000,1470,2940000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,2000,완료,20000,태안,N,
471,AE21031124,2005600,SSA073046500,계획,2000,1471,2942000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,2000,완료,20000,태안,N,
472,AE21031126,2005700,SSA013035307,계획,1000,1472,1472000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,1000,완료,20000,태안,N,
473,CSA521031029,2005800,PEMA023106900,계획,10000,1473,14730000,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,10000,완료,20000,태안,N,
474,CSA521031102,2005900,PEMA023054400,계획,8000,1474,11792000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,8000,완료,20000,태안,N,
475,CSA521031114,2006000,PEMA023048701,계획,7000,1475,10325000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,7000,완료,20000,태안,N,
476,CSA521031125,2006100,PEMA033035307,계획,8000,1476,11808000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,8000,완료,20000,태안,N,
477,HR1021031025,2006200,PEMA013064802,계획,8000,1477,11816000,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,8000,완료,20000,태안,N,
478,HR1021031044,2006300,PEMA013103910,계획,7000,1478,10346000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,7000,완료,20000,태안,N,
479,HR1021031101,2006400,PEMA373048300,계획,7000,1479,10353000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,7000,완료,20000,태안,N,
480,HR1021031103,2006500,PEMA013118500,계획,10000,1480,14800000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,10000,완료,20000,태안,N,
481,HR1021031108,2006600,PEMA013116700,계획,10000,1481,14810000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,10000,완료,20000,태안,N,
482,HR1021031110,2006606,PEMA023041503,계획,10000,1482,14820000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,10000,완료,20000,태안,N,
483,HR1021031111,2006609,PEMA043019000,계획,10000,1483,14830000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,10000,완료,20000,태안,N,
484,HR1021031113,2006612,PEMA013089210,계획,8000,1484,11872000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,8000,완료,20000,태안,N,
485,HR1021031117,2006700,PEMA013105210,계획,9000,1485,13365000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,9000,완료,20000,태안,N,
486,HR1021031119,2006800,PEMA013117810,계획,8000,1486,11888000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,8000,완료,20000,태안,N,
487,HR1021031121,2006900,PEMA013112900,계획,5000,1487,7435000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,5000,완료,20000,태안,N,
488,HR1021031122,2007000,PEMA033046500,계획,5000,1488,7440000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,5000,완료,20000,태안,N,
489,HR1021031129,2007100,PEMA023046501,계획,10000,1489,14890000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,10000,완료,20000,태안,N,
490,HR1021031131,2007200,PEMA353048300,계획,7000,1490,10430000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,7000,완료,20000,태안,N,
491,HR1521031032,2007302,PEMA013120100,계획,10000,1491,14910000,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,10000,완료,20000,태안,N,
492,HR1521031109,2007400,PEMA053061600,계획,10000,1492,14920000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,10000,완료,20000,태안,N,
493,HR1521031118,2007500,PEMA023126700,계획,10000,1493,14930000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,10000,완료,20000,태안,N,
494,HR1521031123,2007600,PEMA053046500,계획,7000,1494,10458000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,7000,완료,20000,태안,N,
495,PCR321031107,2007700,PEMA013123501,계획,5000,1495,7475000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,5000,완료,20000,태안,N,
496,SR2021031106,2007800,PEMA023041301,계획,5000,1496,7480000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,5000,완료,20000,태안,N,
497,SR2021031127,2001102,PEMA053062006,계획,7000,1497,10479000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,7000,완료,20000,태안,N,
498,SR3F21031116,2001200,PEMA033041501,계획,7000,1498,10486000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,7000,완료,20000,태안,N,
499,SR5F21031130,2001300,PEMA043072101,계획,10000,1499,14990000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,10000,완료,20000,태안,N,
500,500F21031219,2001400,PEMA023058600,계획,13000,1500,19500000,2021-03-12,2021-03-12,2021-03-15,2021-03-15,Y,Y,13000,완료,20000,태안,N,
501,AE21031203,2001500,SSA013082500,계획,10000,1501,15010000,2021-03-12,2021-03-12,2021-03-15,2021-03-15,Y,Y,10000,완료,20000,태안,N,
502,CSA521031115,2001600,PEMA023089240,계획,10000,1502,15020000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,10000,완료,20000,태안,N,
503,CSA521031210,2001700,PEMA053072101,계획,10000,1503,15030000,2021-03-12,2021-03-12,2021-03-15,2021-03-15,Y,Y,10000,완료,20000,태안,N,
504,CSA521031213,2001800,PEMA023007400,계획,10000,1504,15040000,2021-03-12,2021-03-12,2021-03-15,2021-03-15,Y,Y,10000,완료,20000,태안,N,
505,CSA521031217,2002000,PEMA553048200,계획,10000,1505,15050000,2021-03-12,2021-03-12,2021-03-15,2021-03-15,Y,Y,10000,완료,20000,태안,N,
506,HR1021031120,2002100,PEMA013106100,계획,10000,1506,15060000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,10000,완료,20000,태안,N,
507,HR1021031128,2002200,PEMA013031800,계획,10000,1507,15070000,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,10000,완료,20000,태안,N,
508,HR1021031201,2002300,PEMA033041500,계획,10000,1508,15080000,2021-03-12,2021-03-12,2021-03-15,2021-03-15,Y,Y,10000,완료,20000,태안,N,
509,HR1021031202,2002400,PEMA013082500,계획,10000,1509,15090000,2021-03-12,2021-03-12,2021-03-15,2021-03-15,Y,Y,10000,완료,20000,태안,N,
510,HR1021031208,2002500,PEMA033088300,계획,7000,1510,10570000,2021-03-12,2021-03-12,2021-03-15,2021-03-15,Y,Y,7000,완료,20000,태안,N,
511,HR1021031209,2002600,PEMA033088300,계획,5000,1511,7555000,2021-03-12,2021-03-12,2021-03-15,2021-03-15,Y,Y,5000,완료,20000,태안,N,
512,HR1021031215,2002700,PEMA013121910,계획,5000,1512,7560000,2021-03-12,2021-03-12,2021-03-15,2021-03-15,Y,Y,5000,완료,20000,태안,N,
513,HR1521031216,2002800,PEMA313001100,계획,7000,1513,10591000,2021-03-12,2021-03-12,2021-03-15,2021-03-15,Y,Y,7000,완료,20000,태안,N,
514,HR1521031218,2002900,PEMA403022500,계획,6000,1514,9084000,2021-03-12,2021-03-12,2021-03-15,2021-03-15,Y,Y,6000,완료,20000,태안,N,
515,HR1521031220,2003000,PEMA013048518,계획,7000,1515,10605000,2021-03-12,2021-03-12,2021-03-15,2021-03-15,Y,Y,7000,완료,20000,태안,N,
516,HR1521031221,2003100,PEMA013104200,계획,5000,1516,7580000,2021-03-12,2021-03-12,2021-03-15,2021-03-15,Y,Y,5000,완료,20000,태안,N,
517,PCR321031204,2003200,PEMA013133000,계획,4000,1517,6068000,2021-03-12,2021-03-12,2021-03-15,2021-03-15,Y,Y,4000,완료,20000,태안,N,
518,SR2021031206,2003300,PEMA013123000,계획,5000,1518,7590000,2021-03-12,2021-03-12,2021-03-15,2021-03-15,Y,Y,5000,완료,20000,태안,N,
519,SR2021031207,2003400,PEMA013123000,계획,5000,1519,7595000,2021-03-12,2021-03-12,2021-03-15,2021-03-15,Y,Y,5000,완료,20000,태안,N,
520,SR2021031214,2003500,PEMA043027100,계획,3000,1520,4560000,2021-03-12,2021-03-12,2021-03-15,2021-03-15,Y,Y,3000,완료,20000,태안,N,
521,SR3F21031112,2003600,PEMA023027100,계획,3000,1521,4563000,2021-03-12,2021-03-12,2021-03-15,2021-03-15,Y,Y,3000,완료,20000,태안,N,
522,SR3F21031211,2003700,PEMA023027100,계획,4000,1522,6088000,2021-03-12,2021-03-12,2021-03-15,2021-03-15,Y,Y,4000,완료,20000,태안,N,
523,500F21031433,2003800,PEMA023058600,계획,19000,1523,28937000,2021-03-14,2021-03-14,2021-03-17,2021-03-17,Y,Y,19000,완료,20000,태안,N,
524,580F21031401,2003900,PEMA033040000,계획,20000,1524,30480000,2021-03-14,2021-03-14,2021-03-17,2021-03-17,Y,Y,20000,완료,20000,태안,N,
525,AE21031406,2004000,SSA013035303,계획,3000,1525,4575000,2021-03-14,2021-03-14,2021-03-17,2021-03-17,Y,Y,3000,완료,20000,태안,N,
526,CSA521031402,2004100,PEMA043042900,계획,7000,1526,10682000,2021-03-14,2021-03-14,2021-03-17,2021-03-17,Y,Y,7000,완료,20000,태안,N,
527,CSA521031405,2004104,PEMA033035303,계획,8000,1527,12216000,2021-03-14,2021-03-14,2021-03-17,2021-03-17,Y,Y,8000,완료,20000,태안,N,
528,CSA521031416,2004200,PEMA013012600,계획,10000,1528,15280000,2021-03-14,2021-03-14,2021-03-17,2021-03-17,Y,Y,10000,완료,20000,태안,N,
529,CSA521031423,2004300,PEMA063048300,계획,8000,1529,12232000,2021-03-14,2021-03-14,2021-03-17,2021-03-17,Y,Y,8000,완료,20000,태안,N,
530,CSA521031430,2004400,PEMA023002000,계획,10000,1530,15300000,2021-03-14,2021-03-14,2021-03-17,2021-03-17,Y,Y,10000,완료,20000,태안,N,
531,HR1021031403,2004500,PEMA013050400,계획,7000,1531,10717000,2021-03-14,2021-03-14,2021-03-17,2021-03-17,Y,Y,7000,완료,20000,태안,N,
532,HR1021031409,2004600,PEMA043041502,계획,7000,1532,10724000,2021-03-14,2021-03-14,2021-03-17,2021-03-17,Y,Y,7000,완료,20000,태안,N,
533,HR1021031413,2004700,PEMA013122400,계획,8000,1533,12264000,2021-03-14,2021-03-14,2021-03-17,2021-03-17,Y,Y,8000,완료,20000,태안,N,
534,HR1021031415,2004800,PEMA033008200,계획,10000,1534,15340000,2021-03-14,2021-03-14,2021-03-17,2021-03-17,Y,Y,10000,완료,20000,태안,N,
535,HR1021031417,2004901,PEMA013010900,계획,10000,1535,15350000,2021-03-14,2021-03-14,2021-03-17,2021-03-17,Y,Y,10000,완료,20000,태안,N,
536,HR1021031419,2005000,PEMA063041501,계획,10000,1536,15360000,2021-03-14,2021-03-14,2021-03-17,2021-03-17,Y,Y,10000,완료,20000,태안,N,
537,HR1021031422,2005100,PEMA013080117,계획,8000,1537,12296000,2021-03-14,2021-03-14,2021-03-17,2021-03-17,Y,Y,8000,완료,20000,태안,N,
538,HR1021031428,2005200,PEMA013072100,계획,8000,1538,12304000,2021-03-14,2021-03-14,2021-03-17,2021-03-17,Y,Y,8000,완료,20000,태안,N,
539,HR1021031429,2005300,PEMA013072100,계획,8000,1539,12312000,2021-03-14,2021-03-14,2021-03-17,2021-03-17,Y,Y,8000,완료,20000,태안,N,
540,PCM221031424,2005400,PEMA063061300,계획,2000,1540,3080000,2021-03-14,2021-03-14,2021-03-17,2021-03-17,Y,Y,2000,완료,20000,태안,N,
541,PCM221031425,2005500,PEMA063061300,계획,3000,1541,4623000,2021-03-14,2021-03-14,2021-03-17,2021-03-17,Y,Y,3000,완료,20000,태안,N,
542,PCMB21031426,2005600,PEMA073061300,계획,3000,1542,4626000,2021-03-14,2021-03-14,2021-03-17,2021-03-17,Y,Y,3000,완료,20000,태안,N,
543,PCMB21031427,2005700,PEMA073061300,계획,2000,1543,3086000,2021-03-14,2021-03-14,2021-03-17,2021-03-17,Y,Y,2000,완료,20000,태안,N,
544,PR1021031411,2005800,PEMA013033302,계획,15000,1544,23160000,2021-03-14,2021-03-14,2021-03-17,2021-03-17,Y,Y,15000,완료,20000,태안,N,
545,PR2021031404,2005900,PEMA023024804,계획,10000,1545,15450000,2021-03-14,2021-03-14,2021-03-17,2021-03-17,Y,Y,10000,완료,20000,태안,N,
546,PR2021031414,2006000,PEMA023901510,계획,10000,1546,15460000,2021-03-14,2021-03-14,2021-03-17,2021-03-17,Y,Y,10000,완료,20000,태안,N,
547,SP1021031432,2006100,PEMA023132100,계획,4000,1547,6188000,2021-03-14,2021-03-14,2021-03-17,2021-03-17,Y,Y,4000,완료,20000,태안,N,
548,SR2021031410,2006200,PEMA043062007,계획,7000,1548,10836000,2021-03-14,2021-03-14,2021-03-17,2021-03-17,Y,Y,7000,완료,20000,태안,N,
549,SR2021031420,2006300,PEMA033049301,계획,5000,1549,7745000,2021-03-14,2021-03-14,2021-03-17,2021-03-17,Y,Y,5000,완료,20000,태안,N,
550,SR2021031421,2006400,PEMA043062000,계획,7000,1550,10850000,2021-03-14,2021-03-14,2021-03-17,2021-03-17,Y,Y,7000,완료,20000,태안,N,
551,SR3F21031418,2006500,PEMA033041501,계획,3000,1551,4653000,2021-03-14,2021-03-14,2021-03-17,2021-03-17,Y,Y,3000,완료,20000,태안,N,
552,580F21031431,2006600,PEMA033101400,계획,15000,1552,23280000,2021-03-14,2021-03-14,2021-03-17,2021-03-17,Y,Y,15000,완료,20000,태안,N,
553,580F21031513,2006606,PEMA013107101,계획,10000,1553,15530000,2021-03-15,2021-03-15,2021-03-18,2021-03-18,Y,Y,10000,완료,20000,태안,N,
554,AE21031408,2006609,SSA073046500,계획,1000,1554,1554000,2021-03-14,2021-03-14,2021-03-17,2021-03-17,Y,Y,1000,완료,20000,태안,N,
555,CSA421031505,2006612,PEMA013109600,계획,10000,1555,15550000,2021-03-15,2021-03-15,2021-03-18,2021-03-18,Y,Y,10000,완료,20000,태안,N,
556,CSA521031519,2006700,PEMA023052200,계획,10000,1556,15560000,2021-03-15,2021-03-15,2021-03-18,2021-03-18,Y,Y,10000,완료,20000,태안,N,
557,CSA521031526,2006800,PEMA033035309,계획,7000,1557,10899000,2021-03-15,2021-03-15,2021-03-18,2021-03-18,Y,Y,7000,완료,20000,태안,N,
558,CSA521031528,2006900,PEMA023006200,계획,10000,1558,15580000,2021-03-15,2021-03-15,2021-03-18,2021-03-18,Y,Y,10000,완료,20000,태안,N,
559,CSA521031531,2007000,PEMA033035303,계획,10000,1559,15590000,2021-03-15,2021-03-15,2021-03-18,2021-03-18,Y,Y,10000,완료,20000,태안,N,
560,HR1021031407,2007100,PEMA033046500,계획,10000,1560,15600000,2021-03-14,2021-03-14,2021-03-17,2021-03-17,Y,Y,10000,완료,20000,태안,N,
561,HR1021031509,2007200,PEMA043001100,계획,10000,1561,15610000,2021-03-15,2021-03-15,2021-03-18,2021-03-18,Y,Y,10000,완료,20000,태안,N,
562,HR1021031510,2007302,PEMA043101200,계획,10000,1562,15620000,2021-03-15,2021-03-15,2021-03-18,2021-03-18,Y,Y,10000,완료,20000,태안,N,
563,HR1021031516,2007400,PEMA033067600,계획,10000,1563,15630000,2021-03-15,2021-03-15,2021-03-18,2021-03-18,Y,Y,10000,완료,20000,태안,N,
564,HR1021031522,2007500,PEMA013078017,계획,10000,1564,15640000,2021-03-15,2021-03-15,2021-03-18,2021-03-18,Y,Y,10000,완료,20000,태안,N,
565,HR1021031525,2007600,PEMA013131100,계획,10000,1565,15650000,2021-03-15,2021-03-15,2021-03-18,2021-03-18,Y,Y,10000,완료,20000,태안,N,
566,HR1021031527,2007700,PEMA13031400,계획,10000,1566,15660000,2021-03-15,2021-03-15,2021-03-18,2021-03-18,Y,Y,10000,완료,20000,태안,N,
567,HR1021031530,2007800,PEMA013041507,계획,7000,1567,10969000,2021-03-15,2021-03-15,2021-03-18,2021-03-18,Y,Y,7000,완료,20000,태안,N,
568,HR1021031532,2001102,PEMA033088300,계획,7000,1568,10976000,2021-03-15,2021-03-15,2021-03-18,2021-03-18,Y,Y,7000,완료,20000,태안,N,
569,HR1521031412,2001200,PEMA013120100,계획,10000,1569,15690000,2021-03-14,2021-03-14,2021-03-17,2021-03-17,Y,Y,10000,완료,20000,태안,N,
570,HR1521031511,2001300,PEMA053031200,계획,10000,1570,15700000,2021-03-15,2021-03-15,2021-03-18,2021-03-18,Y,Y,10000,완료,20000,태안,N,
571,HR1521031512,2001400,PEMA013028200,계획,10000,1571,15710000,2021-03-15,2021-03-15,2021-03-18,2021-03-18,Y,Y,10000,완료,20000,태안,N,
572,HR1521031514,2001500,PEMA013901100,계획,10000,1572,15720000,2021-03-15,2021-03-15,2021-03-18,2021-03-18,Y,Y,10000,완료,20000,태안,N,
573,HR1521031515,2001600,PEMA023125100,계획,10000,1573,15730000,2021-03-15,2021-03-15,2021-03-18,2021-03-18,Y,Y,10000,완료,20000,태안,N,
574,HR1521031517,2001700,PEMA063048100,계획,1000,1574,1574000,2021-03-15,2021-03-15,2021-03-18,2021-03-18,Y,Y,1000,완료,20000,태안,N,
575,HR1521031518,2001800,PEMA143057600,계획,10000,1575,15750000,2021-03-15,2021-03-15,2021-03-18,2021-03-18,Y,Y,10000,완료,20000,태안,N,
576,HR1521031520,2002000,PEMA023110500,계획,5000,1576,7880000,2021-03-15,2021-03-15,2021-03-18,2021-03-18,Y,Y,5000,완료,20000,태안,N,
577,HR1521031521,2002100,PEMA023110500,계획,5000,1577,7885000,2021-03-15,2021-03-15,2021-03-18,2021-03-18,Y,Y,5000,완료,20000,태안,N,
578,HR1521031535,2002200,PEMA043011800,계획,10000,1578,15780000,2021-03-15,2021-03-15,2021-03-18,2021-03-18,Y,Y,10000,완료,20000,태안,N,
579,PR1021031504,2002300,PEMA013091800,계획,5000,1579,7895000,2021-03-15,2021-03-15,2021-03-18,2021-03-18,Y,Y,5000,완료,20000,태안,N,
580,PR1021031506,2002400,PEMA023129801,계획,22000,1580,34760000,2021-03-15,2021-03-15,2021-03-18,2021-03-18,Y,Y,22000,완료,20000,태안,N,
581,PR1021031506,2002500,PEMA023129801,계획,3000,1581,4743000,2021-03-15,2021-03-15,2021-03-18,2021-03-18,Y,Y,3000,완료,20000,태안,N,
582,PR1021031508,2002600,PEMA013901600,계획,10000,1582,15820000,2021-03-15,2021-03-15,2021-03-18,2021-03-18,Y,Y,10000,완료,20000,태안,N,
583,PR1021031508,2002700,PEMA013901600,계획,5000,1583,7915000,2021-03-15,2021-03-15,2021-03-18,2021-03-18,Y,Y,5000,완료,20000,태안,N,
584,PR1021031524,2002800,PEMA013024804,계획,15000,1584,23760000,2021-03-15,2021-03-15,2021-03-18,2021-03-18,Y,Y,15000,완료,20000,태안,N,
585,PR1021031524,2002900,PEMA013024804,계획,5000,1585,7925000,2021-03-15,2021-03-15,2021-03-18,2021-03-18,Y,Y,5000,완료,20000,태안,N,
586,PR2021031501,2003000,PEMA013129803,계획,4000,1586,6344000,2021-03-15,2021-03-15,2021-03-18,2021-03-18,Y,Y,4000,완료,20000,태안,N,
587,SN4021031536,2003100,TSN4012056000,계획,2800,1587,4443600,2021-03-15,2021-03-15,2021-03-18,2021-03-18,Y,Y,2800,완료,20000,태안,N,
588,SR2021031507,2003200,PEMA013116420,계획,5000,1588,7940000,2021-03-15,2021-03-15,2021-03-18,2021-03-18,Y,Y,5000,완료,20000,태안,N,
589,SR2021031523,2003300,PEMA043046101,계획,10000,1589,15890000,2021-03-15,2021-03-15,2021-03-18,2021-03-18,Y,Y,10000,완료,20000,태안,N,
590,SR3F21031529,2003400,PEMA033109400,계획,7000,1590,11130000,2021-03-15,2021-03-15,2021-03-18,2021-03-18,Y,Y,7000,완료,20000,태안,N,
591,AE21031628,2003500,SSA013035307,계획,1000,1591,1591000,2021-03-16,2021-03-16,2021-03-19,2021-03-19,Y,Y,1000,완료,20000,태안,N,
592,CR1021031648,2003600,PEMA023123000,계획,7000,1592,11144000,2021-03-16,2021-03-16,2021-03-19,2021-03-19,Y,Y,7000,완료,20000,태안,N,
593,CR1021031649,2003700,PEMA023123000,계획,3000,1593,4779000,2021-03-16,2021-03-16,2021-03-19,2021-03-19,Y,Y,3000,완료,20000,태안,N,
594,CSA521031609,2003800,PEMA023035315,계획,8000,1594,12752000,2021-03-16,2021-03-16,2021-03-19,2021-03-19,Y,Y,8000,완료,20000,태안,N,
595,CSA521031614,2003900,PEMA053054200,계획,10000,1595,15950000,2021-03-16,2021-03-16,2021-03-19,2021-03-19,Y,Y,10000,완료,20000,태안,N,
596,CSA521031615,2004000,PEMA013024500,계획,10000,1596,15960000,2021-03-16,2021-03-16,2021-03-19,2021-03-19,Y,Y,10000,완료,20000,태안,N,
597,CSA521031625,2004100,PEMA023035314,계획,7000,1597,11179000,2021-03-16,2021-03-16,2021-03-19,2021-03-19,Y,Y,7000,완료,20000,태안,N,
598,CSA521031627,2004104,PEMA033035307,계획,8000,1598,12784000,2021-03-16,2021-03-16,2021-03-19,2021-03-19,Y,Y,8000,완료,20000,태안,N,
599,CSA521031633,2004200,PEMA023001000,계획,7000,1599,11193000,2021-03-16,2021-03-16,2021-03-19,2021-03-19,Y,Y,7000,완료,20000,태안,N,
600,CSA521031634,2004300,PEMA023001800,계획,10000,1600,16000000,2021-03-16,2021-03-16,2021-03-19,2021-03-19,Y,Y,10000,완료,20000,태안,N,
601,CSA521031638,2004400,PEMA013130300,계획,10000,1601,16010000,2021-03-16,2021-03-16,2021-03-19,2021-03-19,Y,Y,10000,완료,20000,태안,N,
602,CSA521031647,2004500,PEMA013085300,계획,10000,1602,16020000,2021-03-16,2021-03-16,2021-03-19,2021-03-19,Y,Y,10000,완료,20000,태안,N,
603,HR1021031610,2004600,PEMA033041500,계획,10000,1603,16030000,2021-03-16,2021-03-16,2021-03-19,2021-03-19,Y,Y,10000,완료,20000,태안,N,
604,HR1021031612,2004700,PEMA013120900,계획,10000,1604,16040000,2021-03-16,2021-03-16,2021-03-19,2021-03-19,Y,Y,10000,완료,20000,태안,N,
605,HR1021031613,2004800,PEMA023099800,계획,10000,1605,16050000,2021-03-16,2021-03-16,2021-03-19,2021-03-19,Y,Y,10000,완료,20000,태안,N,
606,HR1021031637,2004901,PEMA013061000,계획,4000,1606,6424000,2021-03-16,2021-03-16,2021-03-19,2021-03-19,Y,Y,4000,완료,20000,태안,N,
607,HR1021031639,2005000,PEMA013901300,계획,4000,1607,6428000,2021-03-16,2021-03-16,2021-03-19,2021-03-19,Y,Y,4000,완료,20000,태안,N,
608,HR1021031643,2005100,PEMA043030401,계획,8000,1608,12864000,2021-03-16,2021-03-16,2021-03-19,2021-03-19,Y,Y,8000,완료,20000,태안,N,
609,HR1021031645,2005200,PEMA063041501,계획,10000,1609,16090000,2021-03-16,2021-03-16,2021-03-19,2021-03-19,Y,Y,10000,완료,20000,태안,N,
610,HR1021031650,2005300,PEMA023024801,계획,10000,1610,16100000,2021-03-16,2021-03-16,2021-03-19,2021-03-19,Y,Y,10000,완료,20000,태안,N,
611,HR1521031616,2005400,PEMA013081200,계획,10000,1611,16110000,2021-03-16,2021-03-16,2021-03-19,2021-03-19,Y,Y,10000,완료,20000,태안,N,
612,HR1521031617,2005500,PEMA013091400,계획,10000,1612,16120000,2021-03-16,2021-03-16,2021-03-19,2021-03-19,Y,Y,10000,완료,20000,태안,N,
