,거래처코드,제품코드,수주량,수주단가,수주금액,수주일자,납기일자
670,2004200,PEMA013132700,5000,1670,8350000,2020-03-17,2020-03-20
671,2004300,PEMA063023200,5000,1671,8355000,2020-03-17,2020-03-20
672,2004400,PEMA023098200,20000,1672,33440000,2020-03-18,2020-03-21
673,2004500,PEMA013046500,5000,1673,8365000,2020-03-18,2020-03-21
674,2004600,PEMA023043210,7000,1674,11718000,2020-03-18,2020-03-21
675,2004700,PEMA033030400,10000,1675,16750000,2020-03-18,2020-03-21
676,2004800,PEMA023007400,10000,1676,16760000,2020-03-17,2020-03-20
677,2004901,PEMA013072700,10000,1677,16770000,2020-03-18,2020-03-21
678,2005000,PEMA023024000,10000,1678,16780000,2020-03-18,2020-03-21
679,2005100,PEMA023112800,10000,1679,16790000,2020-03-18,2020-03-21
680,2005200,PEMA013103801,10000,1680,16800000,2020-03-18,2020-03-21
681,2005300,PEMA033035303,11000,1681,18491000,2020-03-18,2020-03-21
682,2005400,PEMA033035309,7000,1682,11774000,2020-03-18,2020-03-21
683,2005500,PEMA013055600,10000,1683,16830000,2020-03-17,2020-03-20
684,2005600,PEMA013050400,7000,1684,11788000,2020-03-17,2020-03-20
685,2005700,PEMA013121600,10000,1685,16850000,2020-03-18,2020-03-21
686,2005800,PEMA023083500,10000,1686,16860000,2020-03-18,2020-03-21
687,2005900,PEMA013023013,5000,1687,8435000,2020-03-18,2020-03-21
688,2006000,PEMA013035306,7000,1688,11816000,2020-03-18,2020-03-21
689,2006100,PEMA013084200,10000,1689,16890000,2020-03-18,2020-03-21
690,2006200,PEMA013126600,8000,1690,13520000,2020-03-18,2020-03-21
691,2006300,PEMA013047900,10000,1691,16910000,2020-03-18,2020-03-21
692,2006400,PEMA013032302,7000,1692,11844000,2020-03-18,2020-03-21
693,2006500,PEMA013050401,7000,1693,11851000,2020-03-18,2020-03-21
694,2006600,PEMA013052401,6000,1694,10164000,2020-03-18,2020-03-21
695,2006606,PEMA013125500,10000,1695,16950000,2020-03-18,2020-03-21
696,2006609,PEMA023039502,5000,1696,8480000,2020-03-18,2020-03-21
697,2006612,PEMA033046500,5000,1697,8485000,2020-03-18,2020-03-21
698,2006700,PEMA013117800,7000,1698,11886000,2020-03-18,2020-03-21
699,2006800,PEMA343022500,10000,1699,16990000,2020-03-18,2020-03-21
700,2006900,PEMA353022500,10000,1700,17000000,2020-03-18,2020-03-21
701,2007000,PEMA013033510,15000,1701,25515000,2020-03-17,2020-03-20
702,2007100,PEMA023033303,15000,1702,25530000,2020-03-18,2020-03-21
703,2007200,TSN4012015211,10000,1703,17030000,2020-03-18,2020-03-21
704,2007302,PEMA033049301,5000,1704,8520000,2020-03-18,2020-03-21
705,2007400,PEMA023071000,7000,1705,11935000,2020-03-18,2020-03-21
706,2007500,PEMA043109600,5000,1706,8530000,2020-03-18,2020-03-21
707,2007600,PEMA043043500,10000,1707,17070000,2020-03-18,2020-03-21
708,2007700,PEMA023058600,20000,1708,34160000,2020-03-19,2020-03-22
709,2007800,PEMA023001000,7000,1709,11963000,2020-03-18,2020-03-21
710,2001102,PEMA043107900,10000,1710,17100000,2020-03-18,2020-03-21
711,2001200,PEMA013056200,10000,1711,17110000,2020-03-18,2020-03-21
712,2001300,PEMA013114800,10000,1712,17120000,2020-03-19,2020-03-22
713,2001400,PEMA063041501,10000,1713,17130000,2020-03-19,2020-03-22
714,2001500,PEMA013078800,6000,1714,10284000,2020-03-19,2020-03-22
715,2001600,PEMA033127000,7000,1715,12005000,2020-03-19,2020-03-22
716,2001700,PEMA033127000,3000,1716,5148000,2020-03-19,2020-03-22
717,2001800,PEMA023074200,10000,1717,17170000,2020-03-19,2020-03-22
718,2002000,PEMA033021700,10000,1718,17180000,2020-03-19,2020-03-22
719,2002100,PEMA013120100,10000,1719,17190000,2020-03-19,2020-03-22
720,2002200,PEMA013023009,10000,1720,17200000,2020-03-19,2020-03-22
721,2002300,PEMA023045801,12500,1721,21512500,2020-03-19,2020-03-22
722,2002400,PEMA023045801,12500,1722,21525000,2020-03-19,2020-03-22
723,2002500,PEMA023901510,10000,1723,17230000,2020-03-19,2020-03-22
724,2002600,PEMA023120100,10000,1724,17240000,2020-03-19,2020-03-22
725,2002700,PEMA043046101,10000,1725,17250000,2020-03-19,2020-03-22
726,2002800,PEMA023002600,5000,1726,8630000,2020-03-19,2020-03-22
727,2002900,SSA013082500,10000,1727,17270000,2020-03-21,2020-03-24
728,2003000,PEMA013129600,2000,1728,3456000,2020-03-21,2020-03-24
729,2003100,PEMA043015600,10000,1729,17290000,2020-03-18,2020-03-21
730,2003200,PEMA033035303,8000,1730,13840000,2020-03-21,2020-03-24
731,2003300,PEMA023041503,10000,1731,17310000,2020-03-21,2020-03-24
732,2003400,PEMA023077800,7000,1732,12124000,2020-03-21,2020-03-24
733,2003500,PEMA033046500,10000,1733,17330000,2020-03-21,2020-03-24
734,2003600,PEMA013017200,10000,1734,17340000,2020-03-21,2020-03-24
735,2003700,PEMA043023200,10000,1735,17350000,2020-03-21,2020-03-24
736,2003800,PEMA053051700,10000,1736,17360000,2020-03-21,2020-03-24
737,2003900,PEMA013072100,8000,1737,13896000,2020-03-21,2020-03-24
738,2004000,PEMA013082500,10000,1738,17380000,2020-03-21,2020-03-24
739,2004100,PEMA013117801,7000,1739,12173000,2020-03-21,2020-03-24
740,2004104,PEMA023024801,8000,1740,13920000,2020-03-21,2020-03-24
741,2004200,PEMA013122400,8000,1741,13928000,2020-03-21,2020-03-24
742,2004300,PEMA013122400,8000,1742,13936000,2020-03-21,2020-03-24
743,2004400,PEMA013122400,8000,1743,13944000,2020-03-21,2020-03-24
744,2004500,PEMA093001100,10000,1744,17440000,2020-03-21,2020-03-24
745,2004600,PEMA013019701,10000,1745,17450000,2020-03-21,2020-03-24
746,2004700,PEMA053046500,5000,1746,8730000,2020-03-21,2020-03-24
747,2004800,PEMA023026300,10000,1747,17470000,2020-03-21,2020-03-24
748,2004901,PEMA013041301,15000,1748,26220000,2020-03-21,2020-03-24
749,2005000,PEMA033030500,12000,1749,20988000,2020-03-21,2020-03-24
750,2005100,PEMA023006800,10000,1750,17500000,2020-03-21,2020-03-24
751,2005200,PEMA023006800,5000,1751,8755000,2020-03-21,2020-03-24
752,2005300,PEMA073061300,5000,1752,8760000,2020-03-21,2020-03-24
753,2005400,PEMA063061300,5000,1753,8765000,2020-03-21,2020-03-24
754,2005500,PEMA023033303,15000,1754,26310000,2020-03-21,2020-03-24
755,2005600,PEMA063030500,3000,1755,5265000,2020-03-21,2020-03-24
756,2005700,PEMA043090700,15000,1756,26340000,2020-03-22,2020-03-25
757,2005800,SSA013035307,1000,1757,1757000,2020-03-22,2020-03-25
758,2005900,SSA013035303,2000,1758,3516000,2020-03-22,2020-03-25
759,2006000,PEMA143027400,10000,1759,17590000,2020-03-22,2020-03-25
760,2006100,PEMA063069401,10000,1760,17600000,2020-03-21,2020-03-24
761,2006200,PEMA553048200,10000,1761,17610000,2020-03-22,2020-03-25
762,2006300,PEMA033035307,8000,1762,14096000,2020-03-22,2020-03-25
763,2006400,PEMA023091600,5000,1763,8815000,2020-03-22,2020-03-25
764,2006500,PEMA033035303,9000,1764,15876000,2020-03-22,2020-03-25
765,2006600,PEMA013050400,7000,1765,12355000,2020-03-21,2020-03-24
766,2006606,PEMA013105210,9000,1766,15894000,2020-03-22,2020-03-25
767,2006609,PEMA023054200,10000,1767,17670000,2020-03-22,2020-03-25
768,2006612,PEMA013048900,8000,1768,14144000,2020-03-22,2020-03-25
769,2006700,PEMA033009000,10000,1769,17690000,2020-03-22,2020-03-25
770,2006800,PEMA013057200,10000,1770,17700000,2020-03-22,2020-03-25
771,2006900,PEMA013063800,10000,1771,17710000,2020-03-22,2020-03-25
772,2007000,PEMA023076500,10000,1772,17720000,2020-03-22,2020-03-25
773,2007100,PEMA023109400,5000,1773,8865000,2020-03-22,2020-03-25
774,2007200,PEMA033099600,10000,1774,17740000,2020-03-22,2020-03-25
775,2007302,PEMA013048505,7000,1775,12425000,2020-03-22,2020-03-25
776,2007400,PEMA033041500,10000,1776,17760000,2020-03-22,2020-03-25
777,2007500,PEMA033006000,6000,1777,10662000,2020-03-22,2020-03-25
778,2007600,PEMA253048300,8000,1778,14224000,2020-03-22,2020-03-25
779,2007700,PEMA253048300,8000,1779,14232000,2020-03-22,2020-03-25
780,2007800,PEMA043041502,7000,1780,12460000,2020-03-22,2020-03-25
781,2001102,PEMA013104200,5000,1781,8905000,2020-03-22,2020-03-25
782,2001200,PEMA013128400,5000,1782,8910000,2020-03-22,2020-03-25
783,2001300,PEMA023022400,10000,1783,17830000,2020-03-22,2020-03-25
784,2001400,PEMA023087900,10000,1784,17840000,2020-03-22,2020-03-25
785,2001500,PEMA053040700,11000,1785,19635000,2020-03-22,2020-03-25
786,2001600,PEMA053056800,10000,1786,17860000,2020-03-22,2020-03-25
787,2001700,PEMA013123501,5000,1787,8935000,2020-03-22,2020-03-25
788,2001800,PEMA023129801,12500,1788,22350000,2020-03-22,2020-03-25
789,2002000,PEMA023129801,12500,1789,22362500,2020-03-22,2020-03-25
790,2002100,PEMA013024804,20000,1790,35800000,2020-03-22,2020-03-25
791,2002200,PEMA063009000,5000,1791,8955000,2020-03-22,2020-03-25
792,2002300,PEMA043122100,5000,1792,8960000,2020-03-22,2020-03-25
793,2002400,PEMA013133200,5000,1793,8965000,2020-03-22,2020-03-25
794,2002500,PEMA023013000,4000,1794,7176000,2020-03-22,2020-03-25
795,2002600,PEMA023058600,20000,1795,35900000,2020-03-23,2020-03-26
796,2002700,PEMA033101400,15000,1796,26940000,2020-03-22,2020-03-25
797,2002800,PEMA033031600,8000,1797,14376000,2020-03-23,2020-03-26
798,2002900,PEMA023035315,8000,1798,14384000,2020-03-23,2020-03-26
799,2003000,PEMA033109700,10000,1799,17990000,2020-03-23,2020-03-26
800,2003100,PEMA103048200,10000,1800,18000000,2020-03-23,2020-03-26
801,2003200,PEMA033038100,8000,1801,14408000,2020-03-23,2020-03-26
802,2003300,PEMA013091500,10000,1802,18020000,2020-03-23,2020-03-26
803,2003400,PEMA023038000,7000,1803,12621000,2020-03-23,2020-03-26
804,2003500,PEMA033035303,9000,1804,16236000,2020-03-23,2020-03-26
805,2003600,PEMA063041501,10000,1805,18050000,2020-03-23,2020-03-26
806,2003700,PEMA033043500,10000,1806,18060000,2020-03-23,2020-03-26
807,2003800,PEMA013030401,8000,1807,14456000,2020-03-23,2020-03-26
808,2003900,PEMA013004500,10000,1808,18080000,2020-03-23,2020-03-26
809,2004000,PEMA013060900,9000,1809,16281000,2020-03-23,2020-03-26
810,2004100,PEMA013118500,10000,1810,18100000,2020-03-23,2020-03-26
811,2004104,PEMA033088300,7000,1811,12677000,2020-03-23,2020-03-26
812,2004200,PEMA013012300,10000,1812,18120000,2020-03-23,2020-03-26
813,2004300,PEMA023064500,10000,1813,18130000,2020-03-23,2020-03-26
814,2004400,PEMA13031400,10000,1814,18140000,2020-03-23,2020-03-26
815,2004500,PEMA013023005,7000,1815,12705000,2020-03-23,2020-03-26
816,2004600,PEMA013041507,7000,1816,12712000,2020-03-23,2020-03-26
817,2004700,PEMA043101200,10000,1817,18170000,2020-03-23,2020-03-26
818,2004800,PEMA013060100,10000,1818,18180000,2020-03-23,2020-03-26
819,2004901,PEMA043078008,10000,1819,18190000,2020-03-23,2020-03-26
820,2005000,PEMA013035322,7000,1820,12740000,2020-03-23,2020-03-26
821,2005100,PEMA033058615,3000,1821,5463000,2020-03-23,2020-03-26
822,2005200,PEMA013129802,22000,1822,40084000,2020-03-23,2020-03-26
823,2005300,PEMA013129802,3000,1823,5469000,2020-03-23,2020-03-26
824,2005400,PEMA013901600,15000,1824,27360000,2020-03-23,2020-03-26
825,2005500,PEMA023024804,10000,1825,18250000,2020-03-23,2020-03-26
826,2005600,PEMA063088300,5000,1826,9130000,2020-03-23,2020-03-26
827,2005700,PEMA043080115,6000,1827,10962000,2020-03-23,2020-03-26
828,2005800,PEMA013052200,10000,1828,18280000,2020-03-23,2020-03-26
829,2005900,PEMA043062000,6000,1829,10974000,2020-03-23,2020-03-26
830,2006000,PEMA023124800,3000,1830,5490000,2020-03-23,2020-03-26
831,2006100,PEMA033006300,5000,1831,9155000,2020-03-23,2020-03-26
832,2006200,PEMA033090700,15000,1832,27480000,2020-03-23,2020-03-26
833,2006300,PEMA023058600,10000,1833,18330000,2020-03-24,2020-03-27
834,2006400,PEMA073050413,20000,1834,36680000,2020-03-24,2020-03-27
835,2006500,PEMA013118900,15000,1835,27525000,2020-03-24,2020-03-27
836,2006600,PEMA023098200,20000,1836,36720000,2020-03-24,2020-03-27
837,2006606,SSA073046500,2000,1837,3674000,2020-03-24,2020-03-27
838,2006609,PEMA013046500,10000,1838,18380000,2020-03-24,2020-03-27
839,2006612,PEMA013085300,10000,1839,18390000,2020-03-23,2020-03-26
840,2006700,PEMA023054400,5000,1840,9200000,2020-03-24,2020-03-27
841,2006800,PEMA013128700,10000,1841,18410000,2020-03-24,2020-03-27
842,2006900,PEMA023089240,10000,1842,18420000,2020-03-24,2020-03-27
843,2007000,PEMA013061900,5000,1843,9215000,2020-03-24,2020-03-27
844,2007100,PEMA023007400,10000,1844,18440000,2020-03-24,2020-03-27
845,2007200,PEMA033035307,8000,1845,14760000,2020-03-24,2020-03-27
846,2007302,PEMA033035303,7000,1846,12922000,2020-03-24,2020-03-27
847,2007400,PEMA073022500,10000,1847,18470000,2020-03-24,2020-03-27
848,2007500,PEMA023105100,10000,1848,18480000,2020-03-24,2020-03-27
849,2007600,PEMA013114400,10000,1849,18490000,2020-03-24,2020-03-27
850,2007700,PEMA013116700,10000,1850,18500000,2020-03-24,2020-03-27
851,2007800,PEMA013046900,10000,1851,18510000,2020-03-24,2020-03-27
852,2001102,PEMA063041501,10000,1852,18520000,2020-03-24,2020-03-27
853,2001200,PEMA623022500,10000,1853,18530000,2020-03-24,2020-03-27
854,2001300,PEMA023061900,5000,1854,9270000,2020-03-24,2020-03-27
855,2001400,PEMA013128300,2000,1855,3710000,2020-03-24,2020-03-27
856,2001500,PEMA013128300,3000,1856,5568000,2020-03-24,2020-03-27
857,2001600,PEMA013047000,10000,1857,18570000,2020-03-24,2020-03-27
858,2001700,PEMA013080109,5000,1858,9290000,2020-03-24,2020-03-27
859,2001800,PEMA023100500,10000,1859,18590000,2020-03-24,2020-03-27
860,2002000,PEMA013089220,8000,1860,14880000,2020-03-24,2020-03-27
861,2002100,PEMA013089230,10000,1861,18610000,2020-03-24,2020-03-27
862,2002200,PEMA013108400,8000,1862,14896000,2020-03-24,2020-03-27
863,2002300,PEMA023024801,5000,1863,9315000,2020-03-24,2020-03-27
864,2002400,PEMA023024801,5000,1864,9320000,2020-03-24,2020-03-27
865,2002500,PEMA023041503,10000,1865,18650000,2020-03-24,2020-03-27
866,2002600,PEMA033046500,10000,1866,18660000,2020-03-24,2020-03-27
867,2002700,PEMA013049303,7000,1867,13069000,2020-03-24,2020-03-27
868,2002800,PEMA013120100,10000,1868,18680000,2020-03-23,2020-03-26
869,2002900,PEMA013028200,10000,1869,18690000,2020-03-24,2020-03-27
870,2003000,PEMA063048100,2000,1870,3740000,2020-03-24,2020-03-27
871,2003100,PEMA013082100,15000,1871,28065000,2020-03-24,2020-03-27
872,2003200,PEMA023032100,10000,1872,18720000,2020-03-24,2020-03-27
873,2003300,PEMA023125200,8000,1873,14984000,2020-03-24,2020-03-27
874,2003400,PEMA043048519,6000,1874,11244000,2020-03-24,2020-03-27
875,2003500,PEMA033084300,10000,1875,18750000,2020-03-24,2020-03-27
876,2003600,PEMA053046500,5000,1876,9380000,2020-03-24,2020-03-27
877,2003700,PEMA013126700,5000,1877,9385000,2020-03-24,2020-03-27
878,2003800,PEMA043031800,7000,1878,13146000,2020-03-24,2020-03-27
879,2003900,PEMA013133000,3000,1879,5637000,2020-03-24,2020-03-27
880,2004000,PEMA013052200,9000,1880,16920000,2020-03-24,2020-03-27
881,2004100,PEMA023014200,5000,1881,9405000,2020-03-24,2020-03-27
882,2004104,PEMA033126700,5000,1882,9410000,2020-03-24,2020-03-27
883,2004200,PEMA013072101,10000,1883,18830000,2020-03-24,2020-03-27
884,2004300,PEMA063021700,5000,1884,9420000,2020-03-24,2020-03-27
885,2004400,PEMA023058600,10000,1885,18850000,2020-03-25,2020-03-28
886,2004500,PEMA023058600,10000,1886,18860000,2020-03-25,2020-03-28
887,2004600,PEMA023123000,10000,1887,18870000,2020-03-25,2020-03-28
888,2004700,PEMA023035314,7000,1888,13216000,2020-03-25,2020-03-28
889,2004800,PEMA93060000,17000,1889,32113000,2020-03-25,2020-03-28
890,2004901,PEMA003039101,10000,1890,18900000,2020-03-25,2020-03-28
891,2005000,PEMA033023004,7000,1891,13237000,2020-03-25,2020-03-28
892,2005100,PEMA023038000,7000,1892,13244000,2020-03-25,2020-03-28
893,2005200,PEMA033035303,5000,1893,9465000,2020-03-25,2020-03-28
894,2005300,PEMA013017400,5000,1894,9470000,2020-03-25,2020-03-28
895,2005400,PEMA033030002,10000,1895,18950000,2020-03-25,2020-03-28
896,2005500,PEMA023005600,5000,1896,9480000,2020-03-25,2020-03-28
897,2005600,PEMA023011300,10000,1897,18970000,2020-03-25,2020-03-28
898,2005700,PEMA013087700,10000,1898,18980000,2020-03-25,2020-03-28
899,2005800,PEMA013124800,5000,1899,9495000,2020-03-25,2020-03-28
900,2005900,PEMA033046500,10000,1900,19000000,2020-03-25,2020-03-28
901,2006000,PEMA013026702,8000,1901,15208000,2020-03-25,2020-03-28
902,2006100,PEMA013031800,10000,1902,19020000,2020-03-25,2020-03-28
903,2006200,PEMA013022400,8050,1903,15319150,2020-03-25,2020-03-28
904,2006300,PEMA013060100,10000,1904,19040000,2020-03-25,2020-03-28
905,2006400,PEMA013130800,7000,1905,13335000,2020-03-25,2020-03-28
906,2006500,PEMA353048300,7000,1906,13342000,2020-03-25,2020-03-28
907,2006600,PEMA033041500,10000,1907,19070000,2020-03-25,2020-03-28
908,2006606,PEMA043041502,8000,1908,15264000,2020-03-25,2020-03-28
909,2006609,PEMA033006900,10000,1909,19090000,2020-03-25,2020-03-28
910,2006612,PEMA033006900,10000,1910,19100000,2020-03-25,2020-03-28
911,2006700,PEMA043023001,5000,1911,9555000,2020-03-25,2020-03-28
912,2006800,PEMA143057600,10000,1912,19120000,2020-03-25,2020-03-28
913,2006900,PEMA023104400,10000,1913,19130000,2020-03-25,2020-03-28
914,2007000,PEMA053901700,10000,1914,19140000,2020-03-25,2020-03-28
915,2007100,PEMA033058615,6000,1915,11490000,2020-03-24,2020-03-27
916,2007200,PEMA013901520,20000,1916,38320000,2020-03-25,2020-03-28
917,2007302,TSN4012020803,10000,1917,19170000,2020-03-25,2020-03-28
918,2007400,TSN4012006104,10000,1918,19180000,2020-03-25,2020-03-28
919,2007500,PEMA033049301,5000,1919,9595000,2020-03-25,2020-03-28
920,2007600,PEMA023041301,5000,1920,9600000,2020-03-25,2020-03-28
921,2007700,PEMA043005600,5000,1921,9605000,2020-03-25,2020-03-28
922,2007800,PEMA043043200,7000,1922,13454000,2020-03-25,2020-03-28
923,2001102,PEMA013042200,7000,1923,13461000,2020-03-25,2020-03-28
924,2001200,PEMA043128800,10000,1924,19240000,2020-03-25,2020-03-28
925,2001300,PEMA013020300,10000,1925,19250000,2020-03-26,2020-03-29
926,2001400,PEMA013111300,10000,1926,19260000,2020-03-26,2020-03-29
927,2001500,PEMA033088300,7000,1927,13489000,2020-03-26,2020-03-29
928,2001600,PEMA033088300,10000,1928,19280000,2020-03-26,2020-03-29
929,2001700,PEMA033063700,5000,1929,9645000,2020-03-26,2020-03-29
930,2001800,PEMA013036500,1500,1930,2895000,2020-03-26,2020-03-29
931,2002000,PEMA013105210,9000,1931,17379000,2020-03-26,2020-03-29
932,2002100,PEMA033041500,10000,1932,19320000,2020-03-26,2020-03-29
933,2002200,PEMA013120100,10000,1933,19330000,2020-03-25,2020-03-28
934,2002300,TSN4012006108,10000,1934,19340000,2020-03-26,2020-03-29
935,2002400,PEMA043062000,6000,1935,11610000,2020-03-25,2020-03-28
936,2002500,PEMA033007400,5000,1936,9680000,2020-03-26,2020-03-29
937,2002600,PEMA013107101,15000,1937,29055000,2020-03-28,2020-03-31
938,2002700,PEMA013072700,10000,1938,19380000,2020-03-28,2020-03-31
939,2002800,PEMA023024101,10000,1939,19390000,2020-03-28,2020-03-31
940,2002900,PEMA033003100,10000,1940,19400000,2020-03-28,2020-03-31
941,2003000,PEMA043040601,10000,1941,19410000,2020-03-28,2020-03-31
942,2003100,PEMA013023500,10000,1942,19420000,2020-03-28,2020-03-31
943,2003200,PEMA013015900,10000,1943,19430000,2020-03-28,2020-03-31
944,2003300,PEMA013035303,5000,1944,9720000,2020-03-28,2020-03-31
945,2003400,PEMA023069403,5000,1945,9725000,2020-03-28,2020-03-31
946,2003500,PEMA013072100,8000,1946,15568000,2020-03-28,2020-03-31
947,2003600,PEMA013131100,10000,1947,19470000,2020-03-28,2020-03-31
948,2003700,PEMA023056800,10000,1948,19480000,2020-03-28,2020-03-31
949,2003800,PEMA013066700,10000,1949,19490000,2020-03-28,2020-03-31
950,2003900,PEMA013035311,6000,1950,11700000,2020-03-28,2020-03-31
951,2004000,PEMA023024801,8000,1951,15608000,2020-03-28,2020-03-31
952,2004100,PEMA13031400,10000,1952,19520000,2020-03-28,2020-03-31
953,2004104,PEMA043060400,10000,1953,19530000,2020-03-28,2020-03-31
954,2004200,PEMA063061300,5000,1954,9770000,2020-03-28,2020-03-31
955,2004300,PEMA073061300,5000,1955,9775000,2020-03-28,2020-03-31
956,2004400,PEMA013085800,4000,1956,7824000,2020-03-28,2020-03-31
957,2004500,PEMA023901510,10000,1957,19570000,2020-03-28,2020-03-31
958,2004600,PEMA023129801,22000,1958,43076000,2020-03-28,2020-03-31
959,2004700,PEMA023129801,3000,1959,5877000,2020-03-28,2020-03-31
960,2004800,PEMA013125900,1000,1960,1960000,2020-03-28,2020-03-31
961,2004901,PEMA013125900,1000,1961,1961000,2020-03-28,2020-03-31
962,2005000,PEMA043062007,7000,1962,13734000,2020-03-28,2020-03-31
963,2005100,PEMA053006900,10000,1963,19630000,2020-03-26,2020-03-29
964,2005200,PEMA023117000,500,1964,982000,2020-03-28,2020-03-31
965,2005300,PEMA023117000,4500,1965,8842500,2020-03-28,2020-03-31
966,2005400,PEMA023058600,20000,1966,39320000,2020-03-29,2020-04-01
967,2005500,PEMA033103000,15000,1967,29505000,2020-03-29,2020-04-01
968,2005600,PEMA023098200,20000,1968,39360000,2020-03-29,2020-04-01
969,2005700,PEMA013099150,20000,1969,39380000,2020-03-29,2020-04-01
970,2005800,PEMA033040000,20000,1970,39400000,2020-03-29,2020-04-01
971,2005900,SSA013035303,2000,1971,3942000,2020-03-29,2020-04-01
972,2006000,SSA013035307,1000,1972,1972000,2020-03-29,2020-04-01
973,2006100,SSA013035309,1000,1973,1973000,2020-03-29,2020-04-01
974,2006200,SSA073046500,1000,1974,1974000,2020-03-29,2020-04-01
975,2006300,PEMA013046500,10000,1975,19750000,2020-03-29,2020-04-01
976,2006400,PEMA023001000,7000,1976,13832000,2020-03-29,2020-04-01
977,2006500,PEMA043015600,5000,1977,9885000,2020-03-29,2020-04-01
978,2006600,PEMA023001000,7000,1978,13846000,2020-03-29,2020-04-01
979,2006606,PEMA033035303,5000,1979,9895000,2020-03-29,2020-04-01
980,2006609,PEMA033035307,8000,1980,15840000,2020-03-29,2020-04-01
981,2006612,PEMA033035309,7000,1981,13867000,2020-03-29,2020-04-01
982,2006700,PEMA033114500,7000,1982,13874000,2020-03-29,2020-04-01
983,2006800,PEMA043099300,5000,1983,9915000,2020-03-29,2020-04-01
984,2006900,PEMA043099300,5000,1984,9920000,2020-03-29,2020-04-01
985,2007000,PEMA013055600,3000,1985,5955000,2020-03-28,2020-03-31
986,2007100,PEMA013041507,7000,1986,13902000,2020-03-29,2020-04-01
987,2007200,PEMA013117801,7000,1987,13909000,2020-03-29,2020-04-01
988,2007302,PEMA013122400,8000,1988,15904000,2020-03-29,2020-04-01
989,2007400,PEMA013122400,8000,1989,15912000,2020-03-29,2020-04-01
990,2007500,PEMA023100800,10000,1990,19900000,2020-03-29,2020-04-01
991,2007600,PEMA033028900,10000,1991,19910000,2020-03-29,2020-04-01
992,2007700,PEMA033063700,5000,1992,9960000,2020-03-29,2020-04-01
993,2007800,PEMA013085100,10000,1993,19930000,2020-03-29,2020-04-01
994,2001102,PEMA043101200,10000,1994,19940000,2020-03-29,2020-04-01
995,2001200,PEMA013040601,10000,1995,19950000,2020-03-29,2020-04-01
996,2001300,PEMA013060100,10000,1996,19960000,2020-03-29,2020-04-01
997,2001400,PEMA013132400,8000,1997,15976000,2020-03-29,2020-04-01
998,2001500,PEMA033046500,10000,1998,19980000,2020-03-29,2020-04-01
999,2001600,PEMA063041501,5000,1999,9995000,2020-03-29,2020-04-01
1000,2001700,PEMA013030401,8000,2000,16000000,2020-03-29,2020-04-01
1001,2001800,PEMA023078017,10000,2001,20010000,2020-03-29,2020-04-01
1002,2002000,PEMA023114700,5000,2002,10010000,2020-03-29,2020-04-01
1003,2002100,PEMA033014200,10000,2003,20030000,2020-03-29,2020-04-01
1004,2002200,PEMA013071300,5000,2004,10020000,2020-03-29,2020-04-01
1005,2002300,PEMA013033302,15000,2005,30075000,2020-03-29,2020-04-01
1006,2002400,PEMA023024804,10000,2006,20060000,2020-03-29,2020-04-01
1007,2002500,PEMA013129803,4000,2007,8028000,2020-03-29,2020-04-01
1008,2002600,PEMA013116420,5000,2008,10040000,2020-03-29,2020-04-01
1009,2002700,PEMA063023200,5000,2009,10045000,2020-03-29,2020-04-01
1010,2002800,PEMA033015600,5000,2010,10050000,2020-03-29,2020-04-01
1011,2002900,PEMA043001000,7000,2011,14077000,2020-03-29,2020-04-01
1012,2003000,PEMA023035303,6000,2012,12072000,2020-03-29,2020-04-01
1013,2003100,PEMA033041501,3000,2013,6039000,2020-03-29,2020-04-01
1014,2003200,PEMA063031400,6000,2014,12084000,2020-03-29,2020-04-01
1015,2003300,PEMA023058600,10000,2015,20150000,2020-03-30,2020-04-02
1016,2003400,PEMA023058600,10000,2016,20160000,2020-03-30,2020-04-02
1017,2003500,PEMA043090700,15000,2017,30255000,2020-03-30,2020-04-02
1018,2003600,PEMA023098200,20000,2018,40360000,2020-03-30,2020-04-02
1019,2003700,SSA073046500,1000,2019,2019000,2020-03-30,2020-04-02
1020,2003800,PEMA063069401,10000,2020,20200000,2020-03-30,2020-04-02
1021,2003900,PEMA083017000,13000,2021,26273000,2020-03-30,2020-04-02
1022,2004000,PEMA013133400,10000,2022,20220000,2020-03-30,2020-04-02
1023,2004100,PEMA033035303,9000,2023,18207000,2020-03-30,2020-04-02
1024,2004104,PEMA023041503,10000,2024,20240000,2020-03-30,2020-04-02
1025,2004200,PEMA013080012,10000,2025,20250000,2020-03-30,2020-04-02
1026,2004300,PEMA013118500,10000,2026,20260000,2020-03-30,2020-04-02
1027,2004400,PEMA013002700,10000,2027,20270000,2020-03-30,2020-04-02
1028,2004500,PEMA013080600,10000,2028,20280000,2020-03-30,2020-04-02
1029,2004600,PEMA023109400,5000,2029,10145000,2020-03-30,2020-04-02
1030,2004700,PEMA013043200,10000,2030,20300000,2020-03-30,2020-04-02
1031,2004800,PEMA013106300,10000,2031,20310000,2020-03-30,2020-04-02
1032,2004901,PEMA013078001,10000,2032,20320000,2020-03-30,2020-04-02
1033,2005000,PEMA033046500,5000,2033,10165000,2020-03-30,2020-04-02
1034,2005100,PEMA033088300,7000,2034,14238000,2020-03-30,2020-04-02
1035,2005200,PEMA013039505,7000,2035,14245000,2020-03-30,2020-04-02
